content,score
"parah bener update datanya lama amatt GX nyambung, jaringan bagus update data lemot bnr",1
😀,5
baguss bangett,5
game ga adil,1
game nya lumayan seru,5
game ini sangattttt bagussssssssss,5
"males, comander favorit kena nerf, bye bye tol",1
sangat seru,4
bagus game nya,5
"Sangat kikir apalagi setiap ada event gatcha skin langka, durasi event sampe 30hri eh event top up cuma 1x aja. Pake mode hemat pun di cicil gatcha diskon tiap hari sampe akhir event pun jumlah koin yang dikumpulkan setengah dari jumlah harga skinnya saja tidak sampai. Sangat Kecewa Menyesal main beginian!!!!!",1
game kikir mode costum practice doang aj ga di kasih sama semua player wajib banget ya harus konten kreator gitu game kikir,1
gema nya bagus si,5
sanget puas,5
ntap,5
hapus aja ni game aku menang kok darah nya tinggal 1 alah game licik game ju di game jelek,1
ngsi lawan yg pas lah gaje bet ni game,1
terlalu ribet karna dua aplikasi coba kaya dulu di satu aplikasi mudah dan ga ribet yang ini terlalu ribet dan gajelas,1
game mantap.,5
Seru banget,5
alah dipisah mls,5
seruh banget,5
"game asu, ngajak gelut",1
game yang sangat asyik Untuk roll heronya tlong lebih di mudahkan dapet hero incaran,5
lanjut kan moonton,5
sqngat menyenangkan sekali melawan player kain,5
"kalo nyariin musuh selalu ga bener, gw masi maytic romawi salalu di temuin sama rank yg tinggi"", gw sampe stresss cooooooooo",1
"game apalh pelit, gk sekarat gk dpet hero 5 g",2
sangat cocok untuk di gunakan untuk di gunakan untuk membuat sebuah karya seni yang tinggi,5
dari dulu main magic ches tapi sekarang makin aneh. sinergi aktif herro full bintang tiga. tapi kalah sama lawan yg herro murah bintang dua. setiap hari main gini terus mbosankan.,1
game seru cocok untuk mengisi waktu luang,5
keren bgt,5
kenapa tiap mau menghubungkan akun masalah jaringan terus padahal main ml lancar,1
"semenjak rilis sendiri apknya kupikir aneh banget sistem lawannya ,sering banget nemuin yang paling lemah lawannya sama yg paling kuat ..nggk kaya dulu ,jadi yg setara2 lawannya",1
"Game menarik dan seru wajib coba, semoga kedepannya bisa lebih baik lagi.",5
tolong di perhatikan lagi Hero yang di butuhkan gk pernah muncul di shop moonton giliran orang main pada wangi² capek moonton capekkk,1
pokoknya mantap game ini melatih otak,5
"gem nya seru,main nya juga santai,ngasah otak juga,tapi tolong dong kasih event gratisan seperti kotak an buat main nya dll.biar tambah semangat main nya hehe",5
bljr sinergi,5
menghibur & menemani saat santai...,5
goodgame,5
sering klh,5
"gak bisa berkata""",5
mntap,5
madep boleh juga,5
sangat asyik mainya,5
"game scam padahal sisa Hero masih banyak tapi kaga keluar"" level nya uda mentok 10 padahal, 100 gold habis tetep gadapet👎👎",2
ni game knp ya udh 4 hari ini stuck memuat pertandingan mulu gak bisa terus udh hapus data 2 kali sama uninstall masih sama aja gak bisa bug nya cepet diperbaiki lah,1
great,5
mantap bikin setres,5
game bagus cuma kalo hero legend sudah bintang 3 susah nge counter beda sama dulu masih ada stars folls blade bisa ngurangin bintang hero,5
like like,5
GAME RUSAK!,1
bagus game nya dan seru buat di mainin dan bisa ngisi waktu luang ketika bosan,5
"Di mitic percuma saja di ban, pilihan terbanyak malah di biarkan saja",3
kadang kalah kadang menang,5
gimana ini kena scam mulu,1
lagi losterk. Meding main magic chess goo aja,5
game dongo,1
Saya suka MCGG nya setiap season kami selalu update bahkan sebelum rilis sudah main sampe tertarik dengan event starlight nya.. yang kami sayang kan ketika pindah aplikasi kenapa Chess board dan skin yang kami beli tidak muncul di MCGG.?? percuma dong beli Starlight saat itu. sampe sekarang kami ngga tertarik lagi beli Starlight di MCGG.. lagi nunggu game lain yg serupa mungkin bakal lebih seru dan ngga mengecewakan,1
HAMA MAU HONOR KETEMU ORANG JAGO JAGO TERUS,1
Kren la seru pokok nya..jika memang,5
gem skem ga pernah dapet 10 sinergi,1
aplikasi gaje sinyal sering ilang. sistem ban ga jelas,1
"SERVER MASIH NGACO ,",1
game aneh tiba2 lag toll,5
game yg sangat seru,5
"sangat suka gamenya ,karena membutuhkan fikiran buat mengalahkan musuh",5
min kok ini gabisa di download dulu sempet main diapus skrg mau download gabisa lagi udah hapus penyimpanan google play store ttp gabisa udah 100 persen malah harus install ulang gitu2 mlu,5
"Terlalu kelihatan pengaturan system saat rank sudah tinggi, sengaja dibuat susah supaya lebih banyak kalah. Cari hero dan sinergi dipersulit, sengaja lawan acak yang ditemui tiap match dibuat lebih kuat supaya kita kalah, mau sebagus apapun sinergi kita pasti lawannya lebih bagus.",1
GK dapat yg bagus Hero nya,1
joss wes ndang mabar,5
seru bet,5
gamenya bgus tinggal memaksimalkan peningkatan nya..🙏,4
Good game,5
nise games,5
game buruk,1
game brengsek on ol hero gold 4 b3 kalah ama ful hero b2 doang,2
GA REKOMENDASI JELEK ROLLAN HABIS WIN KE 1 TIBA2 MAIN LAGI MALAH LOSE STREAK SAMPE HILANG 20 POIN,1
game taik,1
game yang aneh sulit mendapatkan hero yg sama untuk naik level,1
Aku suka magic chess apa lagi magic chess go go seru banget kalian harus Download magic chess go go ayo sekarang kita main,5
is the best,5
sangat memuas kan,5
sangat seruu,5
"Sebenarnya bagus hanya saja kurang diperhatikan aspek performa dan ukuran game, mana janji manis pas mau dipisah yang bikin MCGG ini tidak akan berat seperti MC terintegrasi di MLBB, faktanya MCGG ini lebih berat dari MLBB itu sendiri",1
"Game nyaa seru dengan berbagai jenis commander yang skill nyaa berbagai macam jadi nggak terlalu monoton,gameplay seru nggak bikin jenuh tapi aku kasih bintang 4 dulu soalnya kurang seru di event,jarang keluar event menarik jadi nggak ada misi buat selesain event selain push rank.game nya bagus kedepannya semoga makin sukses.",4
suka banget,5
TFT better🤪🤙,1
goblokkkkkkkkkkk 5 kali blessing gk muncul2 sinergi yg di cari,1
game nya bagus👍,5
game setan sistem sama kek pemerintahan masak iya level udah tinggi nyari hero sulit bujang inam,1
aku suka sekali megic chess ..Go,5
makasih udah buat geme setres ini,5
gampang banhet cara mainnya,4
Role ampas.. Hero dipersulit.,1
bagus hhhhhhhhhhh,5
good job game,5
okee penak boss,5
tetap ya battlefield nya ga seimbang sama seperti game pendahulunya walau lebih fun tapi terlihat perbedaan signifikan untuk setiap sinergi dan hero awalnya tapi ini lebih fun dari game pendahulunya lebih bisa mengurangi efek stress dan emosi karena permainan strategi ya pinter pinter kita aja build sinergi spt apa semoga 2 game dr satu developt yang sama tetap bisa menggunakan algoritma seimbang. game for fun,5
gemnya bagus,5
sangat memuaskan 🔥🔥,5
membosankan,5
TERIMA KASIH,5
gem nya bagus,1
gamenya seru tapi sinyalnya naik turun padahal jaringan bagus,5
nice game for rilex time,5
game ini bagus dan bisa buat nyantai dan game ini lebih seru dari game sebelah,5
josss,5
gem ny bagus tapi sedikit kuranginmb ny hero ny juga banyak dan mohon opplein kan,5
Tak ada mode offilne tolong updete berikutnya tambahi mode offilnenya agar lebih seru tak makan koata.,1
moonton ga adil,1
"game gacha ampas masa dari bintang 53 turun sampai di bawah bintang 30.Pas sampai bintang 53 entah knp sistem gacha nya langsung ampas kek sengaja banget biar turun mending kuhapus ini akun mcggku ,udah ganti comader hero dan beli comander hero lunox sampai bintang 2 pun gachanya masih ampas. udah gua nyerah akun ku sudah kuhapus tinggal tunggu 30 hari baru terhapus.",1
ok lah gw kasih B 5,5
udah bagus,5
kapan voice jepang di adain mind,5
"minn, ada masukan nih, tambahin mode dimana skill commander bisa di gabung dong, misaljya kita lagi main commander aurora terus abis pick commander kasih pilihan biar bisa digabung sama skill commander lain lagi, misal skill aurora sama karina, jadi ada dua skill commander, kayak di mode MLBB yang dulu, dimana kita bisa nambahin ulti hero lain ke hero kita, jadinya seru, hehehe😅",5
Mantap Bos,5
"game ga adil,moonton gila,gw turun lebih 40 bintang pdhl sinergi 6 6 juga b3 ttep kalah , gausah pada main montoon emang se gila itu , cuiiih",1
mantep monton aku suka dengan semua nya tp lebih bagus kasih lawan yang sesuai dengan rnag kami,5
"game strategi?? ga usah konyol deh.. ini game hoki.. kartu bagus yang menang.. Ini game ngandelin kartu bangett.. Balikiin game yg dulu, yang ga pake kartu2 segala!! Gw kasih bintang mines nih klo ada..",1
seru dan mantap,5
"menurut saya, game ini sudah sangat bagus, dan saya juga ada sedikit saran, bagaimana jika di adakannya top local hero comander? jadi kita juga semangat untuk push MMR dan memperebutkan top paling tinggi",5
Mantap Kaka,5
"seru,",5
"untuk developer terhormat, saya ingin membagikan pengalaman saya saat bermain menggunakan comannder zilong pada tanggal 12 Agustus 2025 ini, saya mencari efek dari item zilong yaitu (kebal crowd control dan lifestyle, pengurangan damage, dan Shield saat hp rendah). Namun saat sudah fase IV saya hanya menemukan efek Freze dan pencuri gold saja, di lvl 9 dan saya menghabiskan gold saya hanya untuk mendapatkan 3 efek tersebut namun saya tidak menemukannya satupun. mohon disesuaikan lagi ya 🙏",3
mantap semoga lebih baik lagi,5
Banyak cheater,1
ga jelas,1
game rusak ga ml yah ga mcgg nya semuanya aja rusak mending pindah ke game sebelh,1
sangat cocok untuk dimainkan 👍👍👍👍,5
game bagus dikasih comeback,5
game nomer 1 terbaik nii boss,5
"parah lylia di nerf udh gk bisa naik lvl, commander Johnson terlalu spam udah nabrak stun, ikut nyerang hero bisa pke item bisa naik b3!!! yang lebih parahnya lagi difasilitasi item cristal buat full combo 10 hero, lolot, pembaruan tidak bagus tidak seimbang gameplay nya seperti hnya sekilas tidak cukup waktu untuk menikmati pertarungan nya",1
gim mantap,5
gamenya bagus,5
"game ampas, bukannya bikin seneng malah bikit stres",1
"semenjak magic chess dipisah dari mobile legends malah saya ngga bisa main, black screen.",1
"nerf komander karina lah ,terlalu op",1
keren perfecto,5
"susah mendapatkan hero yg di butuhkan,,jadi malas,,maav saya uninstall apknya,,",1
"game sampah main modal hoki gak jauh beda dengan MLBB di game yang satu banyak bug seperti revamp grock, kemudian masalah tiba tiba hilang koneksi,nah game ini juga main modal hoki hokian tolol👎",1
game nya asik seru dan musuh nya okey menurut ku game ini tantagannya lumayan berat la tapi tolong dong min kasi Players ke hokian magat terus min,5
sering terjadi lag saat sedang bermain,3
seru bgt,5
"GAMEPLAY DENGAN KONSEP DARK SISTEM MASIH ADA ,PLAYER YANG MENDAPAT WINSTREAK DIBERIKAN PERMAINNAN YANG KACAU DAN SANGAT TIDAK MENYENANGKAN!!!",2
semoga eruditio jangan di hilangkan yaa monton enak banget pake eruditio,5
terlalu sulit B3 in Hero harga 5,1
semakin Sukses Moonton JANGAN BIKIN LAG LAG YA,5
"game t4!k apaan game kek gni enakan dlu skrg kyak gini amat, setiap pertandingn bkin ngeselin, aneh bgt mekanismenya. pas main mo jdiin hero g dpet2 anj..entah herony ataupun sinerginya pdhl masih epik/lejend loh...tpi mekanismeny berat bgt. trus pas ngasih msuh juga masak abis lawan dia eh lwan dia lagi alhasil klh dong dua kali gmna g klh msuhny dah snowbll+udh kya api2 lagi mlh dikasih lawan dia lgi, jdi g seru bgt mainya, sama wktunya juga cpet bgt g sempat mikir udh mulai, anehh t41kk...",1
"game jelek sengaja udah mau kalah baru dikasih heron yg dibutuhkan, ga pernah dapet Cristal dan Hero yang dibutuhkan 30 pertandingan kalah terus gara2 semua pada dapat sinergi yang sempurna. mohon jangan meledek player nya saya sangat tersinggung karena hal ini.",1
gem sampah tingkat kemenangan 1℅dan kekalahan 90℅itu lah yang saya alamin klo sdh di lejen atau metik untu dapet hero sulit dan lawan nya cepet banget jadi hero hero nya untuk naik metik aja saya butuh waktu 1 bulan udh metik sisen dan juga menang paling juara 3 blum pernah tuh selama saya di legen juara 1 blm ada dari 100 pertandingan itu pun paling banyak juara 3 itu 5 kali nyari bintang harus banyak sekarang nih ngk kayak dulu,5
"game aneh hero yang di butuhkan gamuncul² yang keluar hero yang ga di pake semua , gausah download, ini game anehhh, gajelas",1
"game sampah, dari segi gameplay juga sampah, gak layak di download, game taii",1
PERBAIKI SENTUHANNYA. GA BENER,1
menarik dan asik,5
"baru awal2 sudah ada 4 hero lawan yang bintang 3, cheat kah?atau sistem ny eror?",1
saya sangat puas,5
GAME TOLOL,1
GG parah,5
kontholl permainn ga seimbang puejuhh!!!,1
bgus gime ini saya suka,5
perusak mood,1
"gua udh muak sama game MOBA ini,,udh susah kebuka lah",1
hanya kurang 1 mode yaitu practice,1
Suka Magic chess yg duluuuu,1
MC good go go ya,5
mudah2 aq bisa di beri kemudahan dapetin hero yg di rekomendasi minimal bisa sampai rank tertinggi... love ❤ you.....,5
coba bagus ga??!,5
Good,5
menarik mngisi waktu luang,5
game nya kren,4
"gw belum download data gamenya aja udah ngeleg parah woi, Ampe black screen beberapa menit.",1
"min untuk update berikutnya tolong dong tambahi fitur biar kita bisa liat udah berapa kali kita ke rank mytic di magic chess gogo ini, biar lebih semangat ngepushnnya gitu. SEMOGA KE BACA",5
"game nya bagus, mudah""han kedepannya makin bagus👍👍👍",5
suka,5
gem yang sangat keren,5
"4 Hal yang ingin sekali saya harapkan..Tolong 1. Poin hadiah star trail dtingkatkn untuk juara 4,3,2, dan 1 sebesar 15%-30% (JANGAN PELIT HADIAH JUARA) 2. Mabar rank Mytic Glory Jangan hanya 2 pemain, Tetap 4 pemain seperti sebelumnya, Atau menjadi 3 pemain yang bisa diundang mabar 3. Go Go Card saat pertandingan apabila ada minimal 5 pemain rank Mytic Glory, Jadikan semua Go Go Card fase 1,2,& 3 semuanya emas (jangan ada ungu) 4. Hero Sinergi Weapon & Defender ditingkatkan ratenya mendapatkan",4
setu permainannya hu,4
permainan nyA bagus Dan asik,5
"game goblog, kalau bentrok pasti musuh selalu dikasih enak, padahal awalnya sinergi udah jadi duluan.",1
lebih seru di bandingkan MLBB,5
bagus seru,5
Game nya kok terasa makin rusak yaaa?,1
masih enak lah paling cuman minus keseimbangan sinergi aja,4
koncoku Yo maen,5
game kesukaan bapak bapak,5
tapi masih kurang mantap nih,5
"game buruk, ampas",1
gamenya jelek ngak kayak dulu kseringan donlowdod data gunta ganti trus,1
yes game yg gak ngerusak hp,5
HOK game terbaik mcgg sama ML nya game aneh,1
jelek kenpa pisah sama ml,1
akun saya hilang padahal udah dikaitkin sama media sosial,1
sampe honor dikasih win lose win lose sampe mitic biasah lagi 3 match Gogo card selalu gak jelas,1
matap,5
oke keren sipp,5
"RATE 1 AJA BUAT GAME DEVELOPER DARK SYSTEM KEK GINI MAH, BIAR MAKIN DARK SYSTEM YGY...MANTAP",1
bolehh,5
monton sayang orang' rol bawah,1
"game nya sangat seru, sekian itu rate dari saya",5
top global,5
"game rusa, buang lah blesing ga jelas dapetnya sama hero yg ditempatin",1
jangan dihapus energi eruditio ya moonton,5
okesi,5
saya sangat puas dengan game ini tapi tolong kembalikan akun lama saya plisss,5
"game apaan masa di 2 game terakhir ngefreez mana tinggal dikit otomastis kalah, hapus aja gak guna",1
tidak di sarankan untuk mendownload,1
game yang sangat seru dan menantang,5
MC GOGO TERBAIKKK YEEYYYYYY,5
game bug gak ngotak,1
game santai,5
"aku merasa setiap main MC ini berasa di memang awal sekali tapi match berikutnya dibuat kalah dengan segala cara supaya player ini kalah, contohnya damage seperti di nerf apapun sudah diganti sinerginya, terus damage musuh tidak terlalu besar tapi sinergi yang ku pilih seperti mudah ditembus 3-4 hit langsung KO jadi intinya merasa di terbangin ke atas lalu tiba-tiba di hempas dari ketinggian 📈📉 dan ini terus menerus tidak sekali dua kali, sampai emosi sering uninstall pasang lagi.",1
game sampah.,1
tunjukan pesona mu...,5
mantap lah walaupun kadang role ampas,5
goodluck,5
tambah update tambah gak jelas ini game balikin MC yg dulu game yg mengandalkan keberuntungan,1
"menang kalah sudah ditentukan sama sistem kocak game,... uninstall",1
knapa ga bisa diinstal,1
"Fun, but fun, okay and comfortable but comfortable. That's all 🗿",4
game sampah,1
bagusss..lebih mudah di pelajari,5
"game gak jelas, banyak dark sistem",1
dikasih bintang satu karena belum bisa ngasih bintang 5 karena game tidak sempurna yg dibayangkan,1
game ra ngadek ngarai emosi tok ora ml ora magic ches podo wae ngolek hero sampek mejen ra di kei monton az*,1
game kerenn lahh pokoknya,5
sampah,1
apalah gue pake comander Jhonson main eru tinggal 1 lagi biar dapet 10 eru ngeroll di LV 8 dari 50 gold ngerol sampe habis ngk dapet Jhony erunya game ngk jelas,1
grafik nya lumayan,3
ada sedikit,5
cape main game kya bgini PHP... g berpihak loss streak teruss.. bakalan sepi ini game.. ngga sesuai yg di formasi yg di inginkan... hero ngga pernah dpt yg gold tinggi.. 👎,1
bisakah setiap dapet hadiah di jadikan gold saja kenapa harus trial emot saya kesulitan meng up chapter B3 nya udah up chapter nya mahal dapet gold sedikit up nya lama tolong lah permudahkan pendapat tan gold nya,3
gamenya bagus tapi buat vote bannya gk jelas yg di vote paling banyak buat gk diban malah gk keban terus sekalinya kalah kalahhhh terus kayak gk ada menannya sengaja ku kasih b5 biar pada lihat terus heronya pas nyari gk pernah keluar sekali nya mau balik lobby malah keluar mana mau b3 pokoknya mohon untuk devnya perbaiki sistem vote bannya overall gamenya bagus cuman itu saja keluh kesah saya kalo buat yg lainnya bagus enak buat nyantai,5
