Ulasan,Rating,Aspek,Sentimen
bagus sekali anjir sumpah bagus bagus,5,satisfaction,positive
tolong tambahkan lagi mode nostalgia yaitu chess tadi game yang asik dan santai untuk dimainkan,4,satisfaction,positive
tidak gacor,5,unknown,negative
sangat jelek sinyalnya buruk susah dapat hero bagus,1,satisfaction,negative
mohon dong montoon pengaturan fight per commander nya di benerin masa saya lawan yang top² mulu yang keroco² kagak pernah dilawanin,2,satisfaction,negative
nice gamee,5,unknown,positive
mantap pengganti chees rush bug nya juga bagus sama dengan mobile legend semua hero sangat sama terus pertahankan magic chees go go welcome,5,satisfaction,positive
kesal,1,satisfaction,negative
sistem miror hapus saja soal nya teman saya kalahan,3,effectiveness,negative
sangat bagus sekali game nya kak,5,satisfaction,positive
game pay tapi win yang isinya dark sistem,1,satisfaction,neutral
terus kreasi lebih keren,5,satisfaction,positive
game nya bagus tapi tingkatin dong rate buat dapat item atau hero yang diinginkan masuk ke legend mau menggunakan kombo atau comander apapun tetap tergantung keberuntungan jarang sekali pengin dapat apa yang diinginkan jadi enggak pernah ngerasain juara lagi setiap main,3,effectiveness,negative
anjay,4,unknown,negative
tolong kasih wanwan terbang sama moskov,5,satisfaction,neutral
wow,5,unknown,positive
sangat buruk,1,satisfaction,negative
matching tidak seimbangngejar glory saja susah tidak akurat pool shop nyakalo modal beruntung silahkan coba game enggak jelas ini,1,satisfaction,negative
seru buat mabar padahal main orang kumpul eh saat naik glory malah tidak bisa main lagi tidak seru sekali aturan itu ganti lah masa tidak bisa main orang lagi di glory kalau sendiri bosan sekali main game begini,2,satisfaction,negative
lumayan adu mekanik,5,satisfaction,positive
tidak mobanya tidak chessnya damagenya tidak jelas imba satu hero bisa lawan banyak modal equipment sama skill commander aneh kalau seperti begitu tidak usah dijudulin chess,1,satisfaction,negative
game babi capekcapek gacha malah dapat yang harga satu koin terus padahal level sudah,2,satisfaction,negative
anjay mabar,5,unknown,negative
enggak ueee,5,unknown,positive
bagus bisa main sambil santai,5,satisfaction,positive
over all lumayan tapi kalau bisa perbaiki sistem banned kalau bisa saya sarankan banned sesuai vote bukan sukasuka moonton,3,satisfaction,neutral
sangat puas dalam gamepokoknya enaklah terbaik,5,satisfaction,positive
fitur idiot pertama item jika terlalu banyak yang belum dipasang dan ingin scroll ke bawahmencari mirror tidak bisa,1,effectiveness,negative
tidak jelas aga lain memang sudah menang awas setelah main berikutnya di kasih kalah lagi tidak mau nasik imo karnah di persusah saya dapat lawan level malah spin enggak jelas dapat hero legend sampai bintang kita boroboro mau spin sampai habis gold naik level bintang saja susah padahal heronya banyak tidak ada yang memakai game lucu saja enggak masuk akal,1,satisfaction,negative
game tidak jelas tidak pernah di kasih beruntung untuk temanteman tolong jangan download ini game gamenya gj,1,effectiveness,negative
game terbaik di indonesia saya suka sekali main gi game ini,5,satisfaction,positive
anehh,1,unknown,negative
game tidak recommend,1,unknown,negative
gacha hero seperti tahi,1,satisfaction,negative
lag sekali apalagi saat late game pada afk musuhnya kurang ringan kebanyakan efek tidak guna,1,satisfaction,negative
game ini cocok untuk waktu santai ditemani segelas kopi,5,satisfaction,positive
game jelek disarankan untuk tidak download ini,1,satisfaction,negative
tolong heronya jangan yang aneh dapatnya,5,effectiveness,negative
parah benar update datanya lama amat tidak menyambung koneksi bagus update data lambat benar,1,effectiveness,negative
game tidak adil,1,satisfaction,negative
game nya lumayan seru,5,satisfaction,positive
malas comander favorit kena nerf bye bye tol,1,effectiveness,negative
sangat kikir apalagi setiap ada event gatcha skin langka durasi event sampai hari eh event top up cuma kali saja menggunakan mode hemat pun di cicil gatcha diskon tiap hari sampai akhir event pun jumlah koin yang dikumpulkan setengah dari jumlah harga skinnya saja tidak sampai sangat kecewa menyesal main beginian,1,satisfaction,negative
game kikir mode costum practice doang saja tidak di kasih sama semua player wajib sekali ya harus konten kreator begitu game kikir,1,satisfaction,negative
gema nya bagus sih,5,satisfaction,positive
sanget puas,5,satisfaction,positive
hapus saja nih game saya menang kok darah nya tinggal alah game licik game ju di game jelek,1,satisfaction,negative
ngsi lawan yang saat lah enggak jelas sekali nih game,1,satisfaction,negative
terlalu ribet karena dua aplikasi coba seperti dulu di satu aplikasi mudah dan tidak ribet yang ini terlalu ribet dan enggak jelas,1,satisfaction,positive
alah dipisah mls,5,effectiveness,neutral
seruh sekali,5,satisfaction,positive
game anjing mengajak gelut,1,unknown,negative
game yang sangat asyik untuk roll heronya tlong lebih di mudahkan dapat hero incaran,5,effectiveness,positive
sqngat menyenangkan sekali melawan player kain,5,satisfaction,positive
kalau nyariin musuh selalu tidak benar saya masih maytic romawi salalu di temuin sama rank yang tinggi saya sampai stresss cooooooooo,1,satisfaction,negative
game apalh pelit tidak sekarat tidak dapat hero enggak,2,effectiveness,negative
sangat cocok untuk di gunakan untuk di gunakan untuk membuat sebuah karya seni yang tinggi,5,satisfaction,positive
dari dulu main magic ches tapi sekarang makin aneh sinergi aktif herro full bintang tiga tapi kalah sama lawan yang herro murah bintang dua setiap hari main begini terus mbosankan,1,satisfaction,negative
game seru cocok untuk mengisi waktu luang,5,satisfaction,positive
kenapa tiap mau menghubungkan akun masalah koneksi terus padahal main ml lancar,1,effectiveness,neutral
semenjak rilis sendiri apknya kupikir aneh sekali sistem lawannya sering sekali menemukan yang paling lemah lawannya sama yang paling kuat enggak seperti dulu jadi yang setara lawannya,1,satisfaction,negative
game menarik dan seru wajib coba semoga kedepannya bisa lebih baik lagi,5,satisfaction,positive
tolong di perhatikan lagi hero yang di butuhkan tidak pernah muncul di shop moonton giliran orang main pada wangi² capek moonton capekkk,1,satisfaction,negative
pokoknya mantap game ini melatih otak,5,satisfaction,positive
game nya serumain nya juga santaingasah otak jugatapi tolong dong kasih event gratisan seperti kotak an buat main nya dllbiar tambah semangat main nya hehe,5,satisfaction,positive
belajar sinergi,5,unknown,positive
menghibur menemani saat santai,5,satisfaction,positive
goodgame,5,unknown,positive
sering kalah,5,effectiveness,negative
tidak bisa berkata,5,unknown,negative
mntap,5,satisfaction,negative
madep boleh juga,5,unknown,neutral
sangat asyik mainya,5,satisfaction,positive
game scam padahal sisa hero masih banyak tapi kagak keluar level nya sudah mentok padahal gold habis tetap gadapet,2,satisfaction,negative
nih game kenapa ya sudah hari ini stuck memuat pertandingan mulu tidak bisa terus sudah hapus data kali sama uninstall masih sama saja tidak bisa bug nya cepat diperbaiki lah,1,effectiveness,negative
great,5,unknown,positive
mantap membuat stres,5,satisfaction,negative
game bagus cuma kalau hero legend sudah bintang susah nge counter beda sama dulu masih ada stars folls blade bisa ngurangin bintang hero,5,satisfaction,negative
like like,5,unknown,positive
bagus game nya dan seru buat di mainin dan bisa ngisi waktu luang ketika bosan,5,satisfaction,positive
di mitic percuma saja di ban pilihan terbanyak malah di biarkan saja,3,effectiveness,negative
kadang kalah kadang menang,5,satisfaction,positive
bagaimana ini kena scam mulu,1,effectiveness,negative
lagi losterk meding main magic chess goo saja,5,satisfaction,negative
game dongo,1,unknown,negative
saya suka mcgg nya setiap season kami selalu update bahkan sebelum rilis sudah main sampai tertarik dengan event starlight nya yang kami sayang kan ketika pindah aplikasi kenapa chess board dan skin yang kami beli tidak muncul di mcgg percuma dong beli starlight saat itu sampai sekarang kami enggak tertarik lagi beli starlight di mcgg lagi nunggu game lain yang serupa mungkin bakal lebih seru dan enggak mengecewakan,1,satisfaction,positive
hama mau honor ketemu orang jago jago terus,1,satisfaction,negative
keren lah seru pokok nyajika memang,5,satisfaction,positive
game skem tidak pernah dapat sinergi,1,satisfaction,negative
aplikasi enggak jelas sinyal sering hilang sistem ban tidak jelas,1,satisfaction,negative
server masih kacau,1,satisfaction,negative
game aneh tiba lag toll,5,effectiveness,negative
sangat suka gamenya karena membutuhkan fikiran buat mengalahkan musuh,5,effectiveness,positive
min kok ini enggak bisa di download dulu sempat main diapus sekarang mau download enggak bisa lagi sudah hapus penyimpanan google play store tetap enggak bisa sudah persen malah harus install ulang begitu melulu,5,satisfaction,negative
terlalu kelihatan pengaturan sistem saat rank sudah tinggi sengaja dibuat susah supaya lebih banyak kalah cari hero dan sinergi dipersulit sengaja lawan acak yang ditemui tiap match dibuat lebih kuat supaya kita kalah mau sebagus apapun sinergi kita pasti lawannya lebih bagus,1,satisfaction,negative
tidak dapat yang bagus hero nya,1,satisfaction,negative
joss wes ndang mabar,5,satisfaction,negative
gamenya bagus tinggal memaksimalkan peningkatan nya,4,satisfaction,positive
nise games,5,unknown,negative
game brengsek on ol hero gold bintang kalah sama ful hero bintang doang,2,effectiveness,negative
tidak rekomendasi jelek rollan habis win ke tiba main lagi malah lose streak sampai hilang poin,1,satisfaction,negative
game tahi,1,satisfaction,negative
game yang aneh sulit mendapatkan hero yang sama untuk naik level,1,satisfaction,negative
saya suka magic chess apa lagi magic chess go go seru sekali kalian harus download magic chess go go ayo sekarang kita main,5,satisfaction,positive
is the best,5,unknown,positive
sangat memuas kan,5,satisfaction,positive
sebenarnya bagus hanya saja kurang diperhatikan aspek performa dan ukuran game mana janji manis saat mau dipisah yang membuat mcgg ini tidak akan berat seperti mc terintegrasi di mlbb faktanya mcgg ini lebih berat dari mlbb itu sendiri,1,satisfaction,negative
game nya seru dengan berbagai jenis commander yang skill nya berbagai macam jadi enggak terlalu monotongameplay seru enggak membuat jenuh tapi saya kasih bintang dulu soalnya kurang seru di eventjarang keluar event menarik jadi enggak ada misi buat selesain event selain push rankgame nya bagus kedepannya semoga makin sukses,4,satisfaction,positive
tft better,1,unknown,negative
goblokkkkkkkkkkk kali blessing tidak muncul sinergi yang di cari,1,effectiveness,negative
game setan sistem sama seperti pemerintahan masak iya level sudah tinggi mencari hero sulit bujang inam,1,satisfaction,negative
saya suka sekali megic chess go,5,satisfaction,positive
terima kasih sudah buat game stres ini,5,satisfaction,negative
gampang sekali cara mainnya,4,satisfaction,positive
role ampas hero dipersulit,1,satisfaction,negative
bagus hhhhhhhhhhh,5,satisfaction,positive
ok penak bos,5,satisfaction,negative
tetap ya battlefield nya tidak seimbang sama seperti game pendahulunya walau lebih fun tapi terlihat perbedaan signifikan untuk setiap sinergi dan hero awalnya tapi ini lebih fun dari game pendahulunya lebih bisa mengurangi efek stres dan emosi karena permainan strategi ya pintar pintar kita saja build sinergi seperti apa semoga game dari satu developt yang sama tetap bisa menggunakan algoritma seimbang game for fun,5,satisfaction,positive
gemnya bagus,5,satisfaction,positive
membosankan,5,satisfaction,negative
terima kasih,5,satisfaction,positive
gamenya seru tapi sinyalnya naik turun padahal koneksi bagus,5,satisfaction,positive
nice game for rilex time,5,satisfaction,positive
game ini bagus dan bisa buat nyantai dan game ini lebih seru dari game sebelah,5,satisfaction,positive
josss,5,unknown,positive
game nya bagus tapi sedikit kuranginmb nya hero nya juga banyak dan mohon opplein kan,5,satisfaction,negative
tak ada mode offilne tolong updete berikutnya tambahi mode offilnenya agar lebih seru tak makan koata,1,satisfaction,negative
game gacha ampas masa dari bintang turun sampai di bawah bintang saat sampai bintang entah kenapa sistem gacha nya langsung ampas seperti sengaja sekali biar turun mending kuhapus ini akun mcggku sudah ganti comader hero dan beli comander hero lunox sampai bintang pun gachanya masih ampas sudah saya nyerah akun ku sudah kuhapus tinggal tunggu hari baru terhapus,1,satisfaction,negative
ok lah saya kasih bintang,5,satisfaction,positive
kapan voice jepang di mengadakan mind,5,satisfaction,neutral
minn ada masukan nih tambahkan mode dimana skill commander bisa di gabung dong misaljya kita lagi main commander aurora terus habis pick commander kasih pilihan biar bisa digabung sama skill commander lain lagi misal skill aurora sama karina jadi ada dua skill commander seperti di mode mlbb yang dulu dimana kita bisa nambahin ulti hero lain ke hero kita jadinya seru hehehe,5,satisfaction,positive
mantap bos,5,satisfaction,positive
game tidak adilmoonton gilagw turun lebih bintang padahal sinergi juga bintang tetap kalah enggak usah pada main montoon memang se gila itu cuiiih,1,satisfaction,negative
mantap monton saya suka dengan semua nya tapi lebih bagus kasih lawan yang sesuai dengan rnag kami,5,satisfaction,positive
game strategi tidak usah konyol deh ini game beruntung kartu bagus yang menang ini game ngandelin kartu sekali balikiin game yang dulu yang tidak menggunakan kartu segala saya kasih bintang mines nih kalau ada,1,satisfaction,positive
